anal_num,bd_number,a_cont_by,a_makedown,a_nv_scor,a_vul_scor,b_cont_by,b_makedown,b_nv_scor,b_vul_scor,nv_imps,vul_imps,nv_netscor,v_netscor,north,east,south,west,n_hcp,e_hcp,s_hcp,w_hcp
1,5139,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:875 H:K6 D:KJ43 C:KQ92,S:A92 H:J3 D:Q9862 C:JT7,S:QJT H:QT85 D:A75 C:A64,S:K643 H:A9742 D:T C:853,12,8,13,7
1,5140,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:T874 H:KQ6 D:T6 C:K876,S:5 H:92 D:A8732 C:JT932,S:A32 H:754 D:KQ54 C:AQ4,S:KQJ96 H:AJT83 D:J9 C:5,8,5,15,12
1,5141,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:K2 H:842 D:K962 C:Q654,S:Q54 H:KJ65 D:JT C:T732,S:A83 H:AT93 D:A43 C:K98,S:JT976 H:Q7 D:Q875 C:AJ,8,7,15,10
1,5142,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:K42 H:T8 D:A854 C:K875,S:T95 H:54 D:K9732 C:A32,S:AQJ H:QJ73 D:J6 C:QT96,S:8763 H:AK962 D:QT C:J4,10,7,13,10
1,5143,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:AKT H:J4 D:AJ32 C:9643,S:8 H:QT86532 D:T974 C:5,S:542 H:AK97 D:Q86 C:KT2,S:QJ9763 H: D:K5 C:AQJ87,13,2,12,13
1,5144,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:QJ6 H:9763 D:J763 C:J4,S:72 H:AK8 D:K9 C:KQT863,S:AK85 H:QT5 D:A42 C:A95,S:T943 H:J42 D:QT85 C:72,5,15,17,3
1,5145,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:76 H:QT5 D:AK63 C:AKJ5,S:J93 H:A843 D:QT74 C:83,S:Q82 H:J72 D:952 C:T942,S:AKT54 H:K96 D:J8 C:Q76,17,7,3,13
1,5146,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:J82 H:J742 D:T64 C:964,S:A76 H:96 D:KQ72 C:KQJ3,S:KQT4 H:AKQ D:A98 C:T52,S:953 H:T853 D:J53 C:A87,2,15,18,5
1,5147,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:K3 H:AQJ6 D:J732 C:AJ9,S:942 H:K74 D:A4 C:Q8642,S:AQT H:T983 D:Q65 C:KT3,S:J8765 H:52 D:KT98 C:75,16,9,11,4
1,5148,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:T532 H:97 D:Q543 C:K42,S:QJ8 H:J84 D:762 C:J987,S:A4 H:AQ62 D:AKJ C:AQT3,S:K976 H:KT53 D:T98 C:65,5,5,24,6
1,5149,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:T742 H:953 D:JT7 C:QT9,S:AK3 H:Q84 D:K43 C:K543,S:QJ6 H:A2 D:AQ95 C:AJ62,S:985 H:KJT76 D:862 C:87,3,15,18,4
1,5150,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:K96 H:AT D:K864 C:9864,S:QT52 H:KJ864 D:92 C:KJ,S:J87 H:Q7 D:JT73 C:AQT7,S:A43 H:9532 D:AQ5 C:532,10,10,10,10
1,5151,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:64 H:A965 D:KT98 C:A63,S:T973 H:J83 D:732 C:Q42,S:KQJ H:KQ7 D:QJ64 C:JT9,S:A852 H:T42 D:A5 C:K875,11,3,15,11
1,5152,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:T942 H:A85 D:KJ6 C:K76,S:J85 H:JT D:8543 C:AQ92,S:KQ73 H:KQ92 D:A2 C:T54,S:A6 H:7643 D:QT97 C:J83,11,8,14,7
1,5153,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AT6 H:942 D:AK96 C:KQT,S:KQ87 H:J63 D:843 C:853,S:J432 H:AQ75 D:52 C:A62,S:95 H:KT8 D:QJT7 C:J974,16,6,11,7
1,5154,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:852 H:AKT8 D:85 C:KQ62,S:KQ4 H:943 D:A9763 C:95,S:A6 H:QJ75 D:Q42 C:J843,S:JT973 H:62 D:KJT C:AT7,12,9,10,9
1,5155,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AJ9 H:Q954 D:T74 C:A72,S:853 H:632 D:K982 C:K85,S:KT72 H:AT87 D:J65 C:QJ,S:Q64 H:KJ D:AQ3 C:T9643,11,6,11,12
1,5156,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A732 H:75 D:K432 C:J92,S:T865 H:AK86 D:96 C:Q84,S:KJ4 H:432 D:A875 C:AK3,S:Q9 H:QJT9 D:QJT C:T765,8,9,15,8
1,5157,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AQ83 H:K63 D:Q85 C:J86,S:764 H:QJ87 D:T3 C:AT42,S:KJ5 H:AT92 D:A74 C:Q75,S:T92 H:54 D:KJ962 C:K93,12,7,14,7
1,5158,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AT H:Q973 D:T72 C:KJ82,S:J8 H:AT85 D:J853 C:Q73,S:K753 H:K4 D:A964 C:AT9,S:Q9642 H:J62 D:KQ C:654,10,8,14,8
1,5159,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:84 H:JT6 D:KT42 C:AT52,S:AJ H:KQ975 D:Q86 C:983,S:KQ7 H:A83 D:AJ93 C:Q76,S:T96532 H:42 D:75 C:KJ4,8,12,16,4
1,5160,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:J95 H:Q964 D:763 C:Q52,S:762 H:873 D:K54 C:K973,S:AKT3 H:AKJT D:AQT C:J4,S:Q84 H:52 D:J982 C:AT86,5,6,22,7
1,5161,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:95 H:Q865 D:AQ3 C:9432,S:876 H:AT72 D:KJ64 C:KT,S:AQJ2 H:K943 D:T8 C:QJ6,S:KT43 H:J D:9752 C:A875,8,11,13,8
1,5162,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AK62 H:75 D:AKJT C:AK5,S:Q H:A932 D:764 C:T8764,S:9754 H:KJT6 D:982 C:93,S:JT83 H:Q84 D:Q53 C:QJ2,22,6,4,8
1,5163,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:A4 H:K65 D:A642 C:K984,S:KJ9 H:Q8432 D:KQJ C:76,S:T6 H:AT7 D:T973 C:QJT5,S:Q87532 H:J9 D:85 C:A32,14,12,7,7
1,5164,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KJT H:K84 D:J53 C:KT73,S:986 H:A963 D:Q9 C:J652,S:A743 H:T2 D:KT86 C:A94,S:Q52 H:QJ75 D:A742 C:Q8,11,7,11,11
1,5165,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AT5 H:J6 D:KQT7 C:AK82,S:KJ874 H:AQ2 D:96 C:954,S:Q3 H:T854 D:AJ5 C:QJ63,S:962 H:K973 D:8432 C:T7,17,10,10,3
1,5166,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:T8 H:A654 D:QT86 C:A32,S:932 H:K73 D:AKJ C:9865,S:AK H:JT82 D:9753 C:KJT,S:QJ7654 H:Q9 D:42 C:Q74,10,11,12,7
1,5167,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:T843 H:Q6 D:JT2 C:KQJ8,S:K97 H:AK4 D:A975 C:952,S:AQJ5 H:JT2 D:K643 C:A7,S:62 H:98753 D:Q8 C:T643,9,14,15,2
1,5168,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q95 H:A63 D:A873 C:Q82,S:AKT64 H:K854 D:9 C:J65,S:J832 H:972 D:KQ C:AT97,S:7 H:QJT D:JT6542 C:K43,12,11,10,7
1,5169,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:J863 H:862 D:AK7 C:A75,S:752 H:53 D:J986532 C:4,S:KT9 H:QT94 D:Q4 C:Q932,S:AQ4 H:AKJ7 D:T C:KJT86,12,1,9,18
1,5170,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:QT8 H:A62 D:Q976 C:AJ2,S:J72 H:KQT94 D:T843 C:7,S:K63 H:J5 D:AKJ5 C:Q953,S:A954 H:873 D:2 C:KT864,13,6,14,7
1,5171,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:T3 H:AJ73 D:A43 C:AKJ7,S:AKQ98 H:Q86 D:KQ85 C:6,S:7542 H:T52 D:J7 C:QT85,S:J6 H:K94 D:T962 C:9432,17,16,3,4
1,5172,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q54 H:QT D:KT32 C:A976,S:AJ972 H:J62 D:A8 C:853,S:K863 H:A873 D:Q7 C:Q42,S:T H:K954 D:J9654 C:KJT,11,10,11,8
1,5173,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:96 H:KJ98 D:K982 C:964,S:KJT43 H:7 D:AT6 C:KQT2,S:AQ52 H:QT53 D:J5 C:A75,S:87 H:A642 D:Q743 C:J83,7,13,13,7
1,5174,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:QJ92 H:7653 D:92 C:QJ9,S:T5 H:QJT2 D:A654 C:T62,S:AK87 H:84 D:KQT8 C:A84,S:643 H:AK9 D:J73 C:K753,6,7,16,11
1,5175,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:T986 H:954 D:42 C:AK83,S:AKQ7 H:873 D:83 C:T974,S:J42 H:AKJ6 D:AQT6 C:62,S:53 H:QT2 D:KJ975 C:QJ5,7,9,15,9
1,5176,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:QJ76 H:KQ4 D:Q42 C:QJ3,S:KT3 H:AJ6 D:J9876 C:KT,S:A8 H:8752 D:AKT3 C:974,S:9542 H:T93 D:5 C:A8652,13,12,11,4
1,5177,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:972 H:AQ6 D:T632 C:KJ3,S:654 H:T73 D:Q875 C:A84,S:AJ83 H:K52 D:AJ94 C:Q2,S:KQT H:J984 D:K C:T9765,10,6,15,9
1,5178,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:T98 H:632 D:Q86 C:9853,S:Q653 H:5 D:KJ93 C:QJT4,S:K74 H:AK98 D:A4 C:AK62,S:AJ2 H:QJT74 D:T752 C:7,2,9,21,8
1,5179,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:Q875 H:A4 D:632 C:T865,S:KJ63 H:QJ7 D:AJT954 C:,S:A942 H:K953 D:Q7 C:AK7,S:T H:T862 D:K8 C:QJ9432,6,12,16,6
1,5180,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:T83 H:T4 D:KQJ9 C:A942,S:KQJ6 H:KJ982 D:7 C:KJ8,S:A974 H:76 D:A542 C:QT6,S:52 H:AQ53 D:T863 C:753,10,14,10,6
1,5181,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AQJ H:T84 D:Q862 C:T65,S:K986 H:Q5 D:KJ4 C:A984,S:T75 H:AK92 D:A53 C:QJ7,S:432 H:J763 D:T97 C:K32,9,13,14,4
1,5182,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KJ7 H:A83 D:AT96 C:JT5,S:QT54 H:K952 D:K85 C:98,S:A982 H:Q7 D:742 C:KQ74,S:63 H:JT64 D:QJ3 C:A632,13,8,11,8
1,5183,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:A32 H:KT43 D:K97 C:K62,S:864 H:85 D:AQ42 C:T753,S:QT H:AJ76 D:J85 C:AQ98,S:KJ975 H:Q92 D:T63 C:J4,13,6,14,7
1,5184,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:KQ52 H:K5 D:JT63 C:J95,S:964 H:98764 D:KQ4 C:K2,S:T3 H:AQT2 D:A875 C:A63,S:AJ87 H:J3 D:92 C:QT874,10,8,14,8
1,5185,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:KJT6 H:AQ8 D:Q985 C:K7,S:A9542 H:KJT D:643 C:54,S:Q3 H:764 D:AKT2 C:JT92,S:87 H:9532 D:J7 C:AQ863,15,8,10,7
1,5186,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:A765 H:85 D:J53 C:AK94,S:T43 H:AJ963 D:T64 C:J7,S:KQJ2 H:T74 D:KQ2 C:853,S:98 H:KQ2 D:A987 C:QT62,12,6,11,11
1,5187,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AJ3 H:QJ54 D:K753 C:83,S:K874 H:A D:J984 C:KQ95,S:QT62 H:K962 D:Q6 C:AJ2,S:95 H:T873 D:AT2 C:T764,11,13,12,4
1,5188,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:AK H:AQ2 D:J543 C:QJ76,S:Q87432 H:96 D:AKT C:K4,S:T965 H:K43 D:Q762 C:T2,S:J H:JT875 D:98 C:A9853,17,12,5,6
1,5189,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:KT32 H:T94 D:T853 C:53,S:J8764 H:K762 D:962 C:J,S:A5 H:AQJ D:KQJ7 C:Q874,S:Q9 H:853 D:A4 C:AKT962,3,5,19,13
1,5190,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:KQ4 H:984 D:AQ62 C:Q87,S:985 H:AJ652 D:J C:KT94,S:JT62 H:KQT D:K873 C:53,S:A73 H:73 D:T954 C:AJ62,13,9,9,9
1,5191,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:AQ5 H:8642 D:Q92 C:Q85,S:JT72 H:K95 D:AT86 C:T4,S:98 H:QT73 D:KJ43 C:A97,S:K643 H:AJ D:75 C:KJ632,10,8,10,12
1,5192,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:K972 H:K5 D:AKJ5 C:AQT,S:AQ86 H:QJ82 D:Q C:8654,S:543 H:A43 D:T963 C:J92,S:JT H:T976 D:8742 C:K73,20,11,5,4
1,5193,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:AT42 H:Q5 D:KQ83 C:AJ3,S:QJ3 H:T2 D:J652 C:Q986,S:75 H:AK63 D:T97 C:7542,S:K986 H:J9874 D:A4 C:KT,16,6,7,11
1,5194,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:K86 H:AT85 D:AK6 C:KQ7,S:AJ H:63 D:T32 C:AJ9543,S:QT93 H:KQ9 D:975 C:862,S:7542 H:J742 D:QJ84 C:T,19,10,7,4
1,5195,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:T8 H:A972 D:AKJ2 C:KJ2,S:QJ962 H: D:Q653 C:8543,S:A5 H:K643 D:T84 C:A976,S:K743 H:QJT85 D:97 C:QT,16,5,11,8
1,5196,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:Q973 H:KQ94 D:JT8 C:97,S:AJ2 H:A D:Q52 C:KQ8654,S:KT54 H:86 D:A73 C:AJT3,S:86 H:JT7532 D:K964 C:2,8,16,12,4
1,5197,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A764 H:64 D:AQ93 C:943,S:K H:K D:JT854 C:KQJT72,S:Q952 H:AJT2 D:62 C:A65,S:JT83 H:Q98753 D:K7 C:8,10,13,11,6
1,5198,3N -N,  6,490,690,2N -N,  6,240,240,6,10,250,450,S:AJ6 H:QJ74 D:J76 C:Q95,S:983 H:K9 D:A9843 C:T64,S:KT74 H:AT53 D:K2 C:AK7,S:Q52 H:862 D:QT5 C:J832,11,7,17,5
1,5199,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:Q32 H:743 D:Q54 C:AKJ6,S:JT874 H:Q62 D:J98 C:T9,S:AK95 H:AJ5 D:T63 C:Q87,S:6 H:KT98 D:AK72 C:5432,12,4,14,10
1,5200,3N -N, -4,-200,-400,2N -N, -3,-150,-300,-2,-3,-50,-100,S:AK3 H:963 D:KJ3 C:A543,S:J9762 H:KT8 D:2 C:KQJ9,S:T54 H:AJ42 D:9854 C:T7,S:Q8 H:Q75 D:AQT76 C:862,15,10,5,10
1,5201,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:8542 H:AK9 D:AT5 C:A74,S:AT7 H:8652 D:9763 C:KQ,S:KQ63 H:JT3 D:KQ C:J863,S:J9 H:Q74 D:J842 C:T952,15,9,12,4
1,5202,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q9 H:AK7 D:Q743 C:J762,S:JT43 H:J6 D:962 C:AQ43,S:A6 H:T542 D:KJ8 C:KT98,S:K8752 H:Q983 D:AT5 C:5,12,8,11,9
1,5203,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:J63 H:AT97 D:642 C:AQT,S:KT754 H:QJ4 D:AK9 C:65,S:Q82 H:K8 D:JT73 C:KJ82,S:A9 H:6532 D:Q85 C:9743,11,13,10,6
1,5204,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:J42 H:A8 D:J854 C:QJ97,S:65 H:43 D:AT93 C:T8653,S:AK7 H:QT62 D:KQ7 C:AK4,S:QT983 H:KJ975 D:62 C:2,9,4,21,6
1,5205,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:QT8 H:AK8 D:K985 C:AQT,S:A9 H:J2 D:AJ74 C:K9765,S:7542 H:9543 D:QT C:432,S:KJ63 H:QT76 D:632 C:J8,18,13,2,7
1,5206,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:KJ32 H:63 D:A632 C:Q93,S:Q54 H:K D:J754 C:AKT76,S:AT86 H:A95 D:KQ9 C:J84,S:97 H:QJT8742 D:T8 C:52,10,13,14,3
1,5207,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:K985 H:Q2 D:KQ62 C:K87,S:AJT7642 H:J65 D:3 C:J6,S:Q3 H:A843 D:JT98 C:932,S: H:KT97 D:A754 C:AQT54,13,7,7,13
1,5208,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:Q9 H:QT63 D:Q874 C:QT8,S:K432 H:K9874 D: C:6532,S:AJT6 H:AJ D:AK3 C:KJ94,S:875 H:52 D:JT9652 C:A7,8,6,21,5
1,5209,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:JT4 H:KQ53 D:9732 C:A6,S:Q9863 H:T82 D:64 C:K72,S:K5 H:J76 D:AKQJ C:QJT3,S:A72 H:A94 D:T85 C:9854,10,5,17,8
1,5210,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q97 H:J5 D:AT32 C:KQT7,S:43 H:932 D:Q874 C:A542,S:8652 H:KT87 D:KJ9 C:J9,S:AKJT H:AQ64 D:65 C:863,12,6,8,14
1,5211,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:KT53 H:Q63 D:J3 C:QJT6,S:J874 H:A8 D:862 C:9542,S:A2 H:J42 D:K974 C:A873,S:Q96 H:KT975 D:AQT5 C:K,9,5,12,14
1,5212,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:752 H:J973 D:J7 C:KQJ2,S:J863 H:T65 D:Q96 C:873,S:QT4 H:AQ4 D:A54 C:AT96,S:AK9 H:K82 D:KT832 C:54,8,3,16,13
1,5213,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:JT94 H:AK43 D:A76 C:J9,S:652 H:T D:KQT43 C:K763,S:A7 H:QJ96 D:J982 C:A84,S:KQ83 H:8752 D:5 C:QT52,13,8,12,7
1,5214,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:64 H:AT6 D:AQT5 C:AQ74,S:7 H:974 D:K987643 C:KJ,S:A52 H:Q832 D:J2 C:9852,S:KQJT983 H:KJ5 D: C:T63,16,7,7,10
1,5215,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A985 H:Q32 D:AT75 C:QT,S:4 H:74 D:KJ9 C:KJ98765,S:QT32 H:AJ5 D:Q64 C:A32,S:KJ76 H:KT986 D:832 C:4,12,8,13,7
1,5216,3N -N,  5,460,660,2N -N,  5,210,210,6,10,250,450,S:KQT3 H:AJ7 D:A5 C:AJ87,S:54 H:864 D:T94 C:QT654,S:A762 H:QT32 D:J87 C:K9,S:J98 H:K95 D:KQ632 C:32,19,2,10,9
1,5217,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:A987 H:KJ9 D:QJT4 C:K5,S:KJT5 H:42 D:K7 C:QJT97,S:64 H:AQT8 D:A82 C:A842,S:Q32 H:7653 D:9653 C:63,14,10,14,2
1,5218,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:T973 H:T2 D:873 C:QJ53,S:KQJ8 H:J74 D:Q9 C:AKT7,S:A6 H:AKQ5 D:AKJ4 C:864,S:542 H:9863 D:T652 C:92,3,16,21,0
1,5219,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:JT2 H:AT75 D:QT6 C:T64,S:Q53 H:86 D:943 C:AQJ93,S:A874 H:K43 D:K87 C:K75,S:K96 H:QJ92 D:AJ52 C:82,7,9,13,11
1,5220,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:QT6 H:754 D:853 C:A964,S:753 H:T963 D:A642 C:Q3,S:K982 H:KQJ8 D:Q9 C:KT8,S:AJ4 H:A2 D:KJT7 C:J752,6,6,14,14
1,5221,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KT H:J65 D:AJ94 C:KT74,S:74 H:AT97 D:T8532 C:Q5,S:6532 H:K432 D:K6 C:AJ3,S:AQJ98 H:Q8 D:Q7 C:9862,12,6,11,11
1,5222,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:A87 H:T96 D:T97 C:T653,S:J654 H:32 D:J652 C:KJ2,S:KQ H:AJ7 D:Q843 C:AQ94,S:T932 H:KQ854 D:AK C:87,4,6,18,12
1,5223,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:A754 H:KJ7 D:AJ8 C:Q75,S:QT96 H:A542 D:T53 C:96,S:KJ32 H:Q96 D:96 C:AK83,S:8 H:T83 D:KQ742 C:JT42,15,6,13,6
1,5224,3N -N,  6,490,690,2N -N,  6,240,240,6,10,250,450,S:KQJ5 H:AQT7 D:AQ C:963,S:83 H:92 D:JT54 C:AQT87,S:AT9 H:K5 D:8762 C:KJ42,S:7642 H:J8643 D:K93 C:5,18,7,11,4
1,5225,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:Q765 H:AQ8 D:63 C:A532,S:98432 H:6542 D:9 C:JT8,S:KJT H:T93 D:QT42 C:K74,S:A H:KJ7 D:AKJ875 C:Q96,12,1,9,18
1,5226,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:KT8 H:AT93 D:AJ98 C:AT,S:J4 H:862 D:K76 C:Q9843,S:965 H:KQ54 D:Q54 C:J76,S:AQ732 H:J7 D:T32 C:K52,16,6,8,10
1,5227,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:KQT8 H:T9 D:JT6 C:T543,S:53 H:Q72 D:AQ873 C:AQ2,S:A962 H:A543 D:K42 C:K7,S:J74 H:KJ86 D:95 C:J986,6,14,14,6
1,5228,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:8765 H:A4 D:AKT4 C:QJ5,S:AQ93 H:T9876 D:6 C:643,S:T2 H:QJ32 D:Q72 C:AKT9,S:KJ4 H:K5 D:J9853 C:872,14,6,12,8
1,5229,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:K982 H:K965 D:KJ8 C:K7,S:A643 H:32 D:QT7 C:Q982,S:QJ7 H:AQ7 D:9632 C:J65,S:T5 H:JT84 D:A54 C:AT43,13,8,10,9
1,5230,3N -N, -2,-100,-200,2N -N, -1,-50,-100,-2,-3,-50,-100,S:KT5 H:J85 D:QJ86 C:QJ6,S:3 H:KQ942 D:T74 C:T873,S:AJ96 H:T63 D:AK93 C:K2,S:Q8742 H:A7 D:52 C:A954,10,5,15,10
1,5231,3N -N, -1,-50,-100,2N -N,  2,120,120,-5,-6,-170,-220,S:QJ9 H:AJ62 D:QJ C:A964,S:AK7 H:9543 D:K872 C:53,S:T32 H:KQT7 D:T63 C:KQ7,S:8654 H:8 D:A954 C:JT82,15,10,10,5
1,5232,3N -N,  4,430,630,2N -N,  4,180,180,6,10,250,450,S:KJ5 H:AT2 D:982 C:AT96,S:QT82 H:976 D:QT C:K874,S:A9 H:KJ53 D:A643 C:Q32,S:7643 H:Q84 D:KJ75 C:J5,12,7,14,7
1,5233,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:73 H:AQ3 D:A854 C:T976,S:KQJ9 H:7654 D:62 C:AKQ,S:A65 H:KJT9 D:Q9 C:8543,S:T842 H:82 D:KJT73 C:J2,10,15,10,5
1,5234,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AKJ4 H:A42 D:KQ75 C:T6,S:985 H:KJT9 D:AJ9 C:852,S:72 H:Q865 D:T32 C:AK43,S:QT63 H:73 D:864 C:QJ97,17,9,9,5
1,5235,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:QJ96 H:832 D:AJ98 C:J8,S:52 H:J964 D:Q742 C:942,S:K74 H:AK7 D:K53 C:KT76,S:AT83 H:QT5 D:T6 C:AQ53,9,3,16,12
1,5236,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:KQ5 H:KJ D:A872 C:KQ42,S:A96 H:Q85 D:KJT3 C:A83,S:J74 H:942 D:Q95 C:T965,S:T832 H:AT763 D:64 C:J7,18,14,3,5
1,5237,3N -N, -3,-150,-300,2N -N, -2,-100,-200,-2,-3,-50,-100,S:653 H:Q754 D:J74 C:J76,S:JT94 H:T98 D:QT5 C:T95,S:AK2 H:AJ32 D:A932 C:K2,S:Q87 H:K6 D:K86 C:AQ843,4,3,19,14
1,5238,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:T86 H:7432 D:QJ93 C:J8,S:KJ95 H:95 D:54 C:95432,S:AQ2 H:AJ8 D:AKT6 C:KQ6,S:743 H:KQT6 D:872 C:AT7,4,4,23,9
1,5239,3N -N,  3,400,600,2N -N,  3,150,150,6,10,250,450,S:AT54 H:AJ9 D:Q4 C:QJ96,S:2 H:KT854 D:A9732 C:A5,S:Q98 H:Q762 D:KT85 C:K7,S:KJ763 H:3 D:J6 C:T8432,14,11,10,5
